"Último: Tiempo (s)","Último: Angulo (rad)","Último: Velocidad 1 (rad/s)","Último: Aceleración 1 (rad/s²)","Último: Posición (m)","Último: Velocidad 2 (m/s)","Último: Aceleración 2 (m/s²)"
1.65,-8.67428638241,-5.06145483078,2.56951250988,0.4388685,-0.499160277778,-0.866657253086
1.7,-8.91863247769,-4.9354032737,1.40057285654,0.4116,-0.52479,-0.165148148148
1.75,-9.16297857297,-4.90631445283,0.0915759175435,0.3850175,-0.514881111111,0.537578395062
1.8,-9.40732466825,-4.93540327369,-0.872664625997,0.358778,-0.470386388889,1.22977145062
1.85,-9.65167076353,-5.04206228354,-0.748767796381,0.3366545,-0.39102,1.88808796296
1.9,-9.91347015133,-5.10023992527,0.996561455614,0.3184755,-0.280593055556,2.48203904321
1.95,-10.1752695391,-4.91601072645,2.21936929575,0.3068135,-0.1329125,2.8424537037
2,-10.4021623419,-4.77056662212,1.34131785107,0.3050985,0.0197225,2.8599212963
2.05,-10.6465084372,-4.74147780125,-0.603323692048,0.3095575,0.159495,2.69429675926
2.1,-10.8734012399,-4.80935171661,-3.05432619099,0.3212195,0.291645277778,2.42196111111
2.15,-11.1177473352,-5.07115110441,-5.01512819014,0.339227,0.408455833333,1.99008811728
2.2,-11.379546723,-5.37173558669,-5.94704782161,0.363237,0.497731111111,1.38867361111
2.25,-11.6587994033,-5.64323124812,-7.26143157929,0.390334,0.551944166667,0.66329212963
2.3,-11.9380520836,-6.031082193,-9.72320771559,0.419832,0.569761111111,-0.19463132716
2.35,-12.252211349,-6.63225115758,-11.6840097147,0.449673,0.533365,-1.11718487654
2.4,-12.6012771994,-7.26250894302,-11.6032074346,0.474026,0.462573611111,-2.1352279321
2.45,-12.9677963423,-7.99942573831,-6.79816517289,0.498379,0.330804444444,-3.26617515432
2.5,-13.4215819478,-8.25152885248,3.80848080605,0.511413,0.114905,-3.89807854938
2.55,-13.8404609683,-7.56309342531,13.1653848515,0.5098695,-0.103852777778,-3.60827530864
2.6,-14.1895268187,-6.57407351585,15.3578200538,0.4982075,-0.268683333333,-2.78719259259
2.65,-14.4862327916,-5.7692828052,11.8510010938,0.480543,-0.377490555556,-1.97532006173
2.7,-14.7480321794,-5.35234303945,7.01363792005,0.4594485,-0.455141944444,-1.34569274691
2.75,-15.0098315672,-5.19720266149,4.43335177281,0.434581,-0.513261388889,-0.708178549383
2.8,-15.271630955,-5.01297346267,3.88928308623,0.4066265,-0.534317777778,0.0651064814815
2.85,-15.5159770502,-4.77056662212,2.87656117458,0.379015,-0.507258888889,0.841990895062
2.9,-15.742869853,-4.64451506503,0.484813681109,0.354319,-0.441517222222,1.45690308642
2.95,-15.9697626557,-4.73178152763,-1.77765016407,0.3342535,-0.355195555556,1.93625617284
3,-16.214108751,-4.88692190558,-2.76343798232,0.3181325,-0.248960833333,2.40274675926
3.05,-16.4584548463,-5.05175855716,-2.70418297685,0.3081855,-0.115476666667,2.83917191358
3.1,-16.7202542341,-5.18750638787,-2.00928336727,0.3054415,0.0425891666667,3.08763518519
3.15,-16.9820536219,-5.23598775598,-1.71300833992,0.31213,0.207896111111,3.00299675926
3.2,-17.2438530097,-5.29416539772,-2.67186206478,0.3270505,0.355767222222,2.59499614198
3.25,-17.5056523975,-5.46869832292,-4.25558675641,0.3486595,0.478008611111,1.90428518519
3.3,-17.7849050778,-5.75958653158,-4.99896773411,0.3764425,0.557375,0.962887808642
3.35,-18.0816110507,-6.05047474025,-4.03472719057,0.406798,0.580146388889,-0.0883436728395
3.4,-18.395770316,-6.21531139182,-1.97157563651,0.437325,0.539081666667,-0.967387037037
3.45,-18.7099295814,-6.23470393907,-0.193925472444,0.461335,0.471910833333,-1.61014151235
3.5,-19.0240888467,-6.15713375009,0.0484813681105,0.485345,0.379681944444,-2.21515540123
3.55,-19.3207948196,-6.16683002371,-0.883438263356,0.501466,0.243911111111,-2.65428009259
3.6,-19.6349540849,-6.28318530718,-0.958853724861,0.509698,0.102423611111,-2.83324351852
3.65,-19.9491133503,-6.37045176978,1.09891101052,0.5119275,-0.0451616666667,-2.83202608025
3.7,-20.2807259082,-6.26379275994,4.65959815733,0.5054105,-0.19208,-2.57652283951
3.75,-20.5948851735,-5.80806789969,6.27564376103,0.4913475,-0.310986666667,-2.15401882716
3.8,-20.8566845613,-5.42991322843,4.00779309717,0.472997,-0.402739166667,-1.77703641975
3.85,-21.1184839491,-5.40082440756,1.26590238956,0.451045,-0.485916666667,-1.39952469136
3.9,-21.3977366295,-5.40082440756,0.102349554901,0.424291,-0.556612777778,-0.737661728395
3.95,-21.6595360172,-5.41052068118,-0.522521411862,0.393078,-0.575858888889,0.251215740741
4,-21.9387886976,-5.43960950205,-1.03426918637,0.363923,-0.531745277778,1.28725570988
4.05,-22.2005880854,-5.5074834174,-1.28744966428,0.3383695,-0.442279444444,2.22616527778
4.1,-22.4798407657,-5.70140888985,0.743380977702,0.3177895,-0.30527,3.01707669753
4.15,-22.794000031,-5.48809087016,3.4098562238,0.3057845,-0.125099722222,3.44212145062
4.2,-23.0383461263,-5.12932874614,2.00389654859,0.30527,0.0599297222222,3.39744675926
4.25,-23.2826922216,-5.17781011425,-1.32515739503,0.312816,0.225236666667,3.04206064815
4.3,-23.5444916094,-5.43960950205,-1.72378197728,0.3280795,0.3747275,2.4050757716
4.35,-23.8411975822,-5.47839459654,0.21547274716,0.3520895,0.480104722222,1.47701728395
4.4,-24.10299697,-5.32325421858,0.711060065628,0.379015,0.521645833333,0.548747067901
4.45,-24.3647963578,-5.30386167134,-0.694899609591,0.4055975,0.525075833333,-0.18865
4.5,-24.6265957456,-5.41052068118,-2.09008564745,0.4326945,0.496778333333,-0.773602623457
4.55,-24.905848426,-5.55596478552,-2.80114571308,0.4563615,0.442088888889,-1.2261191358
4.6,-25.1851011063,-5.67232006898,-3.52297941606,0.4772845,0.3730125,-1.64184783951
4.65,-25.4643537866,-5.92442318316,-3.6684235204,0.494606,0.2804025,-2.08065493827
4.7,-25.778513052,-6.14743747647,-1.75610288935,0.5064395,0.162543888889,-2.44678626543
4.75,-26.0926723173,-6.1183486556,0.754154615059,0.5115845,0.0276305555556,-2.62215030864
4.8,-26.3893782902,-6.05047474025,3.01123164156,0.509355,-0.110808055556,-2.53745895062
4.85,-26.7035375555,-5.83715672056,5.32756367353,0.4999225,-0.235717222222,-2.22653580247
4.9,-26.9827902358,-5.44930577567,6.1032655633,0.4848305,-0.338331388889,-1.7923337963
4.95,-27.2445896236,-5.12932874614,4.950486366,0.4649365,-0.414267777778,-1.34331080247
5,-27.4889357189,-4.9354032737,3.23747802608,0.442813,-0.471815555556,-0.88835941358
5.05,-27.7332818142,-4.8481368111,2.0254438233,0.417088,-0.508592777778,-0.327437962963
5.1,-27.9776279095,-4.73178152763,0.673352334874,0.390334,-0.508783333333,0.320186265432
5.15,-28.2045207122,-4.69299643314,-2.04160427934,0.3647805,-0.474483333333,0.958812037037
5.2,-28.431413515,-4.94509954732,-4.18555811358,0.3421425,-0.414363055556,1.63316697531
5.25,-28.6932129028,-5.28446912409,-2.97352391081,0.3219055,-0.317275,2.38273842593
5.3,-28.9724655831,-5.38143186032,0.74876779638,0.308014,-0.169689722222,2.9625566358
5.35,-29.2517182634,-5.10993619889,2.68802252082,0.3040695,-0.00104805555556,3.11383657407
5.4,-29.4786110662,-4.90631445283,0.883438263356,0.3085285,0.15778,2.88347608025
5.45,-29.7229571615,-5.03236600992,-1.0773637358,0.320705,0.295646944444,2.41973796296
5.5,-29.9847565493,-5.13902501976,-1.14739237863,0.339227,0.404549444444,1.82451651235
5.55,-30.2465559371,-5.11963247252,-1.56756423559,0.362551,0.480009444444,1.16530015432
5.6,-30.4909020323,-5.19720266149,-3.52836623474,0.3884475,0.521741111111,0.481099845679
5.65,-30.7527014201,-5.51717969103,-4.7942686243,0.4158875,0.531935833333,-0.258255709877
5.7,-31.049407393,-5.74989025796,-4.71346634412,0.4440135,0.491728611111,-0.924670833333
5.75,-31.3286600733,-5.97290455127,-4.55186178375,0.465451,0.432751666667,-1.47405308642
5.8,-31.6428193387,-6.23470393907,-3.61994215228,0.4879175,0.351575,-2.11527253086
5.85,-31.956978604,-6.38984431702,-1.66991379049,0.503181,0.218757777778,-2.66814830247
5.9,-32.2885911619,-6.40923686427,0.527908230542,0.510384,0.0693622222222,-2.90337854938
5.95,-32.6027504273,-6.30257785442,2.17088792763,0.510041,-0.0825105555556,-2.86897268519
6,-32.9169096926,-6.19591884458,3.67381033907,0.501809,-0.225236666667,-2.6240558642
6.05,-33.231068958,-5.92442318316,4.65959815733,0.4868885,-0.351479722222,-2.21981342593
6.1,-33.5103216383,-5.64323124811,3.83002808077,0.465451,-0.450473333333,-1.71748780864
6.15,-33.7895743186,-5.47839459654,1.62681924106,0.4409265,-0.524313611111,-1.1488382716
6.2,-34.0513737064,-5.46869832292,-0.953466906182,0.412286,-0.573762777778,-0.388309876543
6.25,-34.3306263867,-5.60444615363,-2.84962708119,0.381416,-0.572905277778,0.590881018519
6.3,-34.609879067,-5.79837162607,-3.47988486663,0.352947,-0.519263888889,1.68334660494
6.35,-34.9065850399,-6.04077846662,-2.03621746066,0.327222,-0.406740833333,2.77935864198
6.4,-35.2207443052,-6.1183486556,1.65914015313,0.309386,-0.230095833333,3.57386944444
6.45,-35.5349035706,-5.86624554143,5.05822273958,0.3026975,-0.0207705555556,3.73817067901
6.5,-35.8141562509,-5.46869832292,5.53764960201,0.308357,0.170166111111,3.30645648148
6.55,-36.0759556387,-5.17781011425,3.16744938325,0.321734,0.318037222222,2.6152162037
6.6,-36.320301734,-5.12932874614,0.129283648296,0.341285,0.432751666667,1.84002561728
6.65,-36.5821011218,-5.23598775598,-1.62681924106,0.3664955,0.507068333333,0.966434259259
6.7,-36.8439005096,-5.36203931307,-2.06315155406,0.394107,0.530506666667,0.101947222222
6.75,-37.1231531899,-5.42991322843,-2.59644660328,0.421547,0.508973888889,-0.582200154321
6.8,-37.3849525777,-5.54626851189,-4.21787902565,0.446243,0.457142777778,-0.990730092593
6.85,-37.664205258,-5.89533436229,-4.86429726713,0.4663085,0.411218888889,-1.40852314815
6.9,-37.9783645234,-6.16683002371,-3.02739209759,0.488775,0.332614722222,-2.08102546296
6.95,-38.2925237888,-6.22500766545,-0.5386818679,0.502495,0.197225,-2.62908441358
7,-38.6066830541,-6.14743747647,0.786475527133,0.508669,0.0511641666667,-2.81138256173
7.05,-38.903389027,-6.10865238198,1.37902558182,0.507297,-0.0929911111111,-2.74484691358
7.1,-39.2175482923,-6.05047474025,2.53719159781,0.4992365,-0.229524166667,-2.49717762346
7.15,-39.5142542652,-5.87594181505,3.8461885368,0.4838015,-0.350908055556,-2.08330154321
7.2,-39.810960238,-5.60444615363,3.85696217416,0.462364,-0.437515555556,-1.64084212963
7.25,-40.0727596258,-5.38143186032,1.84229198822,0.439726,-0.510403055556,-1.21278024691
7.3,-40.3345590136,-5.4202169548,-0.307048664702,0.4116,-0.574620277778,-0.460244598765
7.35,-40.6138116939,-5.5074834174,-0.856504169961,0.379358,-0.575763611111,0.662074691358
7.4,-40.8930643742,-5.49778714378,-1.18510010938,0.3507175,-0.504019444444,1.73940169753
7.45,-41.154863762,-5.61414242725,-1.308996939,0.3277365,-0.391591666667,2.60537083333
7.5,-41.4515697349,-5.74989025796,0.651805060158,0.3099005,-0.237622777778,3.26225817901
7.55,-41.7482757077,-5.56566105914,2.78498525704,0.302183,-0.04802,3.50812777778
7.6,-42.0100750955,-5.3329504922,2.37558703744,0.305613,0.134246388889,3.2884595679
7.65,-42.2718744833,-5.26507657685,0.490200499788,0.316932,0.289358611111,2.81768148148
7.7,-42.5336738711,-5.28446912409,-1.76148970803,0.3352825,0.420937222222,2.19043611111
7.75,-42.7954732589,-5.43960950205,-4.11014265207,0.360493,0.515548055556,1.40370632716
7.8,-43.0747259392,-5.6820163426,-6.53421105762,0.3887905,0.563282222222,0.559386419753
7.85,-43.3539786195,-6.1183486556,-8.27415349094,0.4182885,0.5719525,-0.310076234568
7.9,-43.6855911774,-6.59346606309,-8.09100165585,0.447958,0.532031111111,-1.18901373457
7.95,-44.0172037353,-6.9910132816,-6.01168964576,0.472654,0.4553325,-2.08748317901
8,-44.3837228782,-7.32068658475,-1.12584510391,0.4958065,0.324706666667,-2.9327558642
8.05,-44.7676953137,-7.23342012215,5.99014237104,0.5078115,0.14063,-3.30291003086
8.1,-45.1342144566,-6.61285861033,10.8490528195,0.5091835,-0.0343,-3.06439799383
8.15,-45.4309204294,-5.90503063591,10.9352419184,0.5026665,-0.175692222222,-2.54095246914
8.2,-45.7101731097,-5.43960950205,8.96905310053,0.4906615,-0.289072777778,-1.9421316358
8.25,-45.9719724975,-5.06145483078,7.55770660663,0.472654,-0.372345555556,-1.30149444444
8.3,-46.2163185928,-4.71238898038,6.60423970045,0.451731,-0.417126111111,-0.721252777778
8.35,-46.4432113956,-4.38271567723,5.28985594277,0.4299505,-0.436848611111,-0.30181882716
8.4,-46.6526509058,-4.12091628943,2.83346662515,0.407484,-0.441040833333,-0.010162962963
8.45,-46.8446371235,-4.08213119494,0.204699109801,0.3857035,-0.437515555556,0.278158179012
8.5,-47.0540766338,-4.17909393116,-0.80802280185,0.3634085,-0.421604166667,0.722946604938
8.55,-47.263516144,-4.26636039376,0.210085928481,0.341971,-0.371202222222,1.27407561728
8.6,-47.4904089468,-4.16939765754,1.43828058729,0.324821,-0.288310555556,1.71462947531
8.65,-47.6823951645,-4.03364982683,0.759541433738,0.3126445,-0.190555555556,1.97717268519
8.7,-47.8918346747,-3.9754721851,-2.26785066386,0.3057845,-0.0882272222222,2.17349783951
8.75,-48.0663675999,-4.19848647841,-6.2325492116,0.303555,0.0228666666667,2.40025895062
8.8,-48.2932604027,-4.7608703485,-6.97054337062,0.306985,0.15435,2.52671373457
8.85,-48.5550597905,-5.09054365165,-3.99163264113,0.3184755,0.292312222222,2.30296975309
8.9,-48.8168591783,-5.14872129338,-1.09891101051,0.3376835,0.400357222222,1.74845308642
8.95,-49.0786585661,-5.03236600992,-1.21203420277,0.360493,0.466765833333,1.13317037037
9,-49.3055513688,-5.16811384063,-3.18360983929,0.384846,0.511355833333,0.518893364198
9.05,-49.5848040492,-5.47839459654,-2.93581618005,0.4124575,0.528982222222,-0.261802160494
9.1,-49.8640567295,-5.60444615363,-0.102349554901,0.440755,0.485059166667,-1.01926049383
9.15,-50.1607627023,-5.43960950205,2.0523779167,0.462021,0.412266944444,-1.49205
9.2,-50.4051087976,-5.28446912409,2.04160427934,0.4820865,0.32928,-1.79148688272
9.25,-50.6843614779,-5.21659520874,1.33054421371,0.4958065,0.228761944444,-1.95795833333
9.3,-50.9287075732,-5.13902501976,0.312435483381,0.504896,0.128339166667,-2.00628533951
9.35,-51.190506961,-5.20689893512,-0.134670466974,0.508669,0.0260108333333,-1.99268179012
9.4,-51.4523063488,-5.21659520874,0.797249164492,0.507297,-0.07203,-1.92805169753
9.45,-51.7141057366,-5.16811384063,2.57489932856,0.5016375,-0.170356666667,-1.77634830247
9.5,-51.9759051244,-4.97418836818,4.4872199596,0.489804,-0.256868888889,-1.49030324074
9.55,-52.2202512197,-4.62512251778,4.514154053,0.474712,-0.318799444444,-1.21193333333
9.6,-52.4296907299,-4.43119704534,2.72573025157,0.457562,-0.371106944444,-1.04260354938
9.65,-52.6565835327,-4.37301940361,1.11507146655,0.4378395,-0.423319166667,-0.846013734568
9.7,-52.8660230429,-4.36332312999,0.290888208667,0.41503,-0.46648,-0.429279320988
9.75,-53.0929158457,-4.36332312999,-0.0646418241487,0.3898195,-0.477532222222,0.212151851852
9.8,-53.3023553559,-4.36332312999,-0.587163236012,0.365295,-0.445137777778,0.863428395062
9.85,-53.5292481587,-4.39241195085,-1.64297969709,0.344029,-0.381492222222,1.34595740741
9.9,-53.7386876689,-4.48937468707,-3.10819437778,0.3270505,-0.306794444444,1.74469490741
9.95,-53.9655804717,-4.78995916936,-2.84424026251,0.3126445,-0.212564722222,2.20298101852
10,-54.2273798595,-4.90631445283,-0.285501389985,0.3040695,-0.0837491666667,2.57562299383
10.05,-54.4717259547,-4.75117407487,1.03965600505,0.3037265,0.0584052777778,2.66920694444
10.1,-54.6986187575,-4.65421133865,-0.307048664703,0.310415,0.193128055556,2.51618024691
10.15,-54.9255115603,-4.7608703485,-2.21398247707,0.323449,0.316131666667,2.17662083333
10.2,-55.1698576555,-4.97418836818,-2.49409704837,0.342657,0.419793888889,1.62586234568
10.25,-55.4316570433,-5.05175855716,-1.93925472444,0.36701,0.486393055556,0.909479320988
10.3,-55.6760031386,-5.10993619889,-2.30555839461,0.393078,0.5102125,0.195054783951
10.35,-55.9378025264,-5.25538030323,-3.15667574589,0.4193175,0.501351666667,-0.425150617284
10.4,-56.1996019142,-5.43960950205,-3.79232035001,0.444528,0.460763333333,-0.912125925926
10.45,-56.4788545945,-5.6820163426,-3.57684760285,0.465451,0.409694444444,-1.37581111111
10.5,-56.7755605674,-5.79837162607,-3.14051528985,0.486717,0.329661111111,-1.92609320988
10.55,-57.0548132477,-5.97290455127,-2.70956979553,0.5002655,0.211135555556,-2.34208657407
10.6,-57.3689725131,-6.16683002371,-0.301661846024,0.507983,0.0843208333333,-2.51385123457
10.65,-57.6831317784,-6.10865238198,3.87850944888,0.509012,-0.0492586111111,-2.4609191358
10.7,-57.9972910438,-5.72080143709,6.85742017836,0.502495,-0.170070833333,-2.21065617284
10.75,-58.2590904316,-5.23598775598,6.31335149178,0.491176,-0.272494444444,-1.88745277778
10.8,-58.5034365268,-5.04206228354,4.43873859149,0.474712,-0.359578333333,-1.52714398148
10.85,-58.7652359146,-4.85783308472,3.35598803701,0.454475,-0.427225555556,-1.1190904321
10.9,-58.9921287174,-4.66390761227,1.63220605973,0.431151,-0.473625833333,-0.659216358025
10.95,-59.2190215202,-4.69299643314,-0.037707730753,0.406112,-0.494872777778,-0.148209876543
11,-59.4633676154,-4.71238898038,-1.01272191165,0.38073,-0.490871111111,0.42875
11.05,-59.6902604182,-4.77056662212,-2.23552975178,0.3558625,-0.456380555556,1.10246975309
11.1,-59.9346065135,-4.93540327369,-3.08664710306,0.3335675,-0.383683611111,1.83145061728
11.15,-60.1789526088,-5.16811384063,-2.09008564745,0.315903,-0.271732222222,2.49744228395
11.2,-60.4582052891,-5.25538030323,0.953466906182,0.3047555,-0.123289444444,2.90343148148
11.25,-60.7200046769,-5.04206228354,3.32366712494,0.3030405,0.0371583333333,2.90052021605
11.3,-60.9643507722,-4.78026289574,2.83346662515,0.309386,0.180360833333,2.58133966049
11.35,-61.1912435749,-4.65421133865,0.123896829617,0.3222485,0.297647777778,2.15703595679
11.4,-61.4181363777,-4.77056662212,-2.69879615818,0.3397415,0.396260277778,1.6934037037
11.45,-61.662482473,-5.01297346267,-4.00779309717,0.3627225,0.471625,1.13031203704
11.5,-61.9242818608,-5.20689893512,-4.7188531628,0.388276,0.512880277778,0.497667592593
11.55,-62.1860812486,-5.39112813394,-6.85203335968,0.415373,0.521931666667,-0.154032407407
11.6,-62.4478806364,-5.8565492678,-9.2060731224,0.442127,0.492490833333,-0.753276697531
11.65,-62.7620399017,-6.48680705325,-8.01558619434,0.464422,0.451997777778,-1.45933796296
11.7,-63.1111057521,-6.83587290364,-3.05971300967,0.489461,0.361388611111,-2.37892731481
11.75,-63.4601716025,-6.83587290364,3.01661846024,0.50421,0.199606944444,-2.97885972222
11.8,-63.8092374529,-6.48680705325,7.82704754058,0.509355,0.0329661111111,-2.96562669753
11.85,-64.1233967183,-5.86624554143,8.68893852922,0.5060965,-0.110045833333,-2.61669830247
11.9,-64.3851961061,-5.42991322843,5.82315099199,0.49735,-0.227523333333,-2.21441435185
11.95,-64.6469954939,-5.34264676583,3.61455533361,0.4831155,-0.332519444444,-1.78688179012
12,-64.9262481742,-5.18750638787,3.4367903172,0.462707,-0.407884166667,-1.3335183642
12.05,-65.1705942695,-4.96449209456,2.88194799326,0.441441,-0.461525555556,-0.934675
12.1,-65.4149403647,-4.86752935834,1.64836651577,0.4165735,-0.505734444444,-0.442406481481
12.15,-65.65928646,-4.77056662212,-0.468653225073,0.389305,-0.514690555556,0.217921450617
12.2,-65.8861792628,-4.83844053747,-3.92160399831,0.363237,-0.4827725,0.902704012346
12.25,-66.1305253581,-5.16811384063,-6.76584426082,0.3404275,-0.425701111111,1.64581774691
12.3,-66.3923247459,-5.6820163426,-5.93088736557,0.319333,-0.329756388889,2.55418549383
12.35,-66.7064840112,-6.00199337214,-0.382464126209,0.3040695,-0.1654975,3.29338225309
12.4,-67.0206432766,-5.75958653158,5.74234871181,0.301154,0.0320133333333,3.3698162037
12.45,-67.2998959569,-5.17781011425,6.99209064534,0.3092145,0.196653333333,2.88739305556
12.5,-67.5267887597,-4.79965544298,3.18360983929,0.3225915,0.322324722222,2.2593537037
12.55,-67.7536815624,-4.89661817921,-0.333982758097,0.341971,0.424367222222,1.54858148148
12.6,-68.0154809502,-5.05175855716,-0.123896829617,0.366667,0.485154444444,0.7074375
12.65,-68.277280338,-4.92570700007,0.716446884306,0.3929065,0.492490833333,-0.0605013888889
12.7,-68.5041731408,-4.8481368111,-0.452492769035,0.4172595,0.46648,-0.570131635802
12.75,-68.7485192361,-4.99358091543,-1.39518603786,0.440069,0.4244625,-0.85061882716
12.8,-69.0103186239,-5.05175855716,-1.32515739503,0.4594485,0.381206388889,-1.10146404321
12.85,-69.2546647191,-5.10023992527,-1.55140377955,0.478828,0.322229444444,-1.47357669753
12.9,-69.5164641069,-5.20689893512,-1.72378197728,0.493234,0.232287222222,-1.8134537037
12.95,-69.7782634947,-5.27477285047,-1.77226334539,0.5023235,0.132531388889,-1.99464027778
13,-70.0400628825,-5.40082440756,-1.30361012032,0.5064395,0.0301077777778,-2.09007685185
13.05,-70.3193155629,-5.47839459654,0.474040043752,0.5057535,-0.0791758333333,-2.10431558642
13.1,-70.5985682432,-5.36203931307,2.29478475725,0.498379,-0.185315277778,-2.01433101852
13.15,-70.860367631,-5.14872129338,2.2570770265,0.486717,-0.281736388889,-1.88353580247
13.2,-71.1047137262,-5.08084737803,1.01272191165,0.4700815,-0.37387,-1.71097716049
13.25,-71.366513114,-5.07115110441,0.0377077307535,0.4491585,-0.458286111111,-1.38703271605
13.3,-71.6108592093,-5.09054365165,-0.678739153554,0.4237765,-0.525933333333,-0.770003240741
13.35,-71.8726585971,-5.16811384063,-0.904985538072,0.3946215,-0.548133055556,0.117509259259
13.4,-72.1344579849,-5.14872129338,-1.62681924106,0.3664955,-0.514214166667,1.03296990741
13.45,-72.3788040802,-5.29416539772,-2.6664752461,0.341628,-0.438087222222,1.82711018519
13.5,-72.6580567605,-5.51717969103,-1.59988514766,0.3215625,-0.3284225,2.51390416667
13.55,-72.9373094408,-5.58505360638,1.78842380143,0.3071565,-0.181885277778,3.0313154321
13.6,-73.2340154137,-5.32325421858,4.68114543205,0.3020115,-0.00800333333333,3.16216358025
13.65,-73.478361509,-4.90631445283,3.58762124021,0.3071565,0.152444444444,2.88924567901
13.7,-73.7052543117,-4.83844053747,0.0377077307535,0.3184755,0.286786111111,2.42275509259
13.75,-73.949600407,-5.01297346267,-1.75610288935,0.336483,0.399213888889,1.81895864198
13.8,-74.2113997948,-5.13902501976,-1.32515739503,0.359807,0.475817222222,1.07457453704
13.85,-74.4731991826,-5.10993619889,-1.35209148843,0.3860465,0.506687222222,0.337653858025
13.9,-74.7175452779,-5.16811384063,-3.2320912074,0.411943,0.502113888889,-0.252433179012
13.95,-74.9793446657,-5.42991322843,-5.26292184938,0.4371535,0.473435277778,-0.697697993827
14,-75.258597346,-5.75958653158,-5.97398191501,0.459277,0.435228888889,-1.19372469136
14.05,-75.5553033188,-6.08925983474,-5.1282513824,0.481915,0.365866666667,-1.88247716049
14.1,-75.8694625842,-6.35105922253,-2.51564432309,0.498379,0.2443875,-2.49738935185
14.15,-76.2010751421,-6.3801480434,0.921145994109,0.507297,0.0992794444444,-2.76617854938
14.2,-76.5152344074,-6.22500766545,3.60916851493,0.5081545,-0.046305,-2.71515200617
14.25,-76.8293936728,-5.9438157304,4.65959815733,0.5019805,-0.177978888889,-2.49865972222
14.3,-77.1086463531,-5.67232006898,3.91083036095,0.489804,-0.296123333333,-2.23669876543
