Vernier Format 2
Sin título.cmbl 16/09/2025 15:44:36 .
Último
Tiempo	Angulo	Velocidad 1	Aceleración 1	Posición	Velocidad 2	Aceleración 2
t	Angulo	v 1	a 1	x	v 2	a 2
s	rad	rad/s	rad/s²	m	m/s	m/s²

0.033333	-0.261799387799	-7.38863438645	18.0499743454	0.5177585	0.00171501715017	-1.8749136092
0.066666	-0.523598775598	-6.79230759542	17.3300116298	0.519302	-0.0570243202432	-2.01714235653
0.099999	-0.733038285838	-6.1348936697	14.5010672219	0.515872	-0.12939804398	-2.16387306891
0.133332	-0.925024503557	-5.68692134863	8.3171450415	0.5105555	-0.201228678953	-2.29914639936
0.166665	-1.09955742876	-5.58510945748	2.23503577041	0.5026665	-0.284121174545	-2.36684261439
0.199998	-1.29154364648	-5.68692134863	0.494519845079	0.4916905	-0.366013243466	-2.20353323711
0.233331	-1.4835298642	-5.67237679275	2.38775513433	0.4779705	-0.437758127581	-1.83044181699
0.266664	-1.67551608191	-5.4978421222	3.68465766922	0.4618495	-0.489065723991	-1.40180234146
0.299997	-1.85004900711	-5.32330745166	2.15746403	0.4450425	-0.527367773678	-1.05534159284
0.33333	-2.02458193231	-5.30876289578	-0.787837988484	0.426692	-0.560524771914	-0.679701441183
0.366663	-2.19911485751	-5.43966389869	-2.26654928995	0.407141	-0.576245762458	-0.200325534268
0.399996	-2.39110107523	-5.4978421222	-2.71501091416	0.3877615	-0.573816154828	0.327762110765
0.433329	-2.56563400043	-5.5705649016	-4.23008396894	0.368725	-0.559238509052	1.04474172806
0.466662	-2.75762021815	-5.7741886839	-5.63607176377	0.3496885	-0.51421930886	2.06756912895
0.499995	-2.94960643587	-6.00690157796	-5.05428371074	0.3332245	-0.426038843722	3.21211632534
0.533328	-3.15904594611	-6.19598080439	-1.6483994836	0.320019	-0.293839605063	4.12144180342
0.566661	-3.36848545635	-6.18143624851	3.81798409804	0.312816	-0.133914255809	4.44158153952
0.599994	-3.57792496659	-5.93417879857	8.87226780877	0.3112725	0.0212947962813	4.12275189907
0.633327	-3.76991118431	-5.4978421222	10.7267172278	0.3150455	0.150778591119	3.44733804364
0.66666	-3.94444410951	-5.07605000172	7.98746514478	0.3222485	0.248963322967	2.79109922448
