Vernier Format 2
Sin título.cmbl 9/09/2025 17:31:31 .
Último
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

4.3	0.343	-0.165116388889	0.765398148148	-9.00589894029	-3.07856687505	-0.794555755152
4.4	0.328594	-0.0667897222222	0.977497067901	-9.33751149817	-3.12704824316	0.200658995793
4.5	0.3284225	0.0462573611111	1.02321716821	-9.65167076353	-2.98645227563	0.674699039544
4.6	0.339227	0.148585694444	0.936937847222	-9.93092344385	-2.87979326579	0.0646418241479
4.7	0.359121	0.237908611111	0.773324729938	-10.2101761242	-2.93797090752	-0.952120201512
4.8	0.3877615	0.310986666667	0.511721064815	-10.506882097	-3.12220010635	-1.54332355153
4.9	0.4241195	0.349669444444	0.145033950617	-10.8384946549	-3.29673303154	-1.60527196634
5	0.4611635	0.345334305556	-0.279018325617	-11.1701072128	-3.44217713588	-1.48541525073
5.1	0.4971785	0.292359861111	-0.674077044753	-11.5191730632	-3.6264063347	-0.925186108117
5.2	0.5232465	0.198225416667	-0.919973109568	-11.9031454986	-3.7136727973	0.461919701724
5.3	0.5383385	0.0875126388889	-0.936421759259	-12.287117934	-3.54398800891	1.95676188514
5.4	0.538853	-0.00524027777778	-0.776434490741	-12.6187304919	-3.26764421068	2.83346662515
5.5	0.5342225	-0.066885	-0.609618981481	-12.9503430498	-2.89918581304	2.75401104964
5.6	0.5246185	-0.116858194444	-0.536347723765	-13.1946891451	-2.59375319394	1.39518603786
5.7	0.5112415	-0.167974722222	-0.524186574074	-13.4390352404	-2.58890505712	-0.298968436684
5.8	0.491862	-0.225379583333	-0.473689351852	-13.7008346282	-2.72950102465	-1.2241545448
5.9	0.465451	-0.27311375	-0.312021489198	-13.9800873085	-2.9282746339	-1.08679066849
6	0.435267	-0.296933194444	-0.0508809799383	-14.2942465738	-3.03493364375	-0.0134670466975
6.1	0.403025	-0.285690416667	0.237744521605	-14.6084058392	-2.9282746339	1.03561589104
6.2	0.3754135	-0.243005972222	0.464902623457	-14.8876585195	-2.73919729827	1.21607431678
6.3	0.3534615	-0.185077083333	0.612794907407	-15.1494579073	-2.60829760437	0.611403920066
6.4	0.3380265	-0.118954305556	0.732011226852	-15.3938040026	-2.6228420148	-0.0390544354227
6.5	0.3284225	-0.0389209722222	0.840627893519	-15.6730566829	-2.6664752461	-0.301661846024
6.6	0.32928	0.0523551388889	0.907295871914	-15.9348560707	-2.6664752461	-0.689512790911
6.7	0.338541	0.148061666667	0.900083873457	-16.1966554585	-2.76343798232	-1.38171899116
6.8	0.358778	0.242053194444	0.774198109568	-16.4759081388	-2.96705972839	-1.84498539756
6.9	0.388619	0.315321805556	0.504495833333	-16.7900674042	-3.18522588489	-1.81670459949
7	0.424977	0.351336805556	0.129974768519	-17.1216799621	-3.33551812603	-1.62681924106
7.1	0.462021	0.345905972222	-0.296234490741	-17.4532925199	-3.50520291442	-1.33323762305
7.2	0.4982075	0.291454722222	-0.696136496914	-17.8198116629	-3.66519142919	-0.425558675641
7.3	0.524447	0.19250875	-0.93317966821	-18.2037840983	-3.64579888194	0.929226222127
7.4	0.537481	0.0829869444444	-0.94197962963	-18.5703032412	-3.41793645182	1.65375333445
7.5	0.53851	-0.005145	-0.839172260802	-18.8844625066	-3.20461843213	1.26051557088
7.6	0.53508	-0.0787470833333	-0.768931365741	-19.1986217719	-3.11735196953	0.315128892721
7.7	0.5235895	-0.155731527778	-0.717759259259	-19.4953277448	-3.16583333765	-0.418825152292
7.8	0.503867	-0.229238333333	-0.595843402778	-19.8269403027	-3.27249234749	-0.402664696255
7.9	0.476084	-0.283689583333	-0.375407677469	-20.1585528605	-3.29673303154	0.230286498527
8	0.4450425	-0.310891388889	-0.0796892746914	-20.4901654184	-3.25309980024	1.17836658603
8.1	0.410914	-0.302125833333	0.236500617284	-20.8217779763	-3.06887060142	2.10759280816
8.2	0.3812445	-0.256154305556	0.47419220679	-21.1184839491	-2.7537417087	2.20994236306
8.3	0.358778	-0.19593875	0.595102353395	-21.3628300444	-2.53072741539	1.35478489777
8.4	0.342314	-0.133722361111	0.667116473765	-21.6071761397	-2.47739791047	0.366303670172
8.5	0.331338	-0.0637884722222	0.737622029321	-21.851522235	-2.51133486815	-0.175071607067
8.6	0.3287655	0.0145775	0.795807638889	-22.1133216228	-2.5355755522	-0.465959815733
8.7	0.3339105	0.0979455555556	0.820156404321	-22.357667718	-2.5792087835	-0.927879517457
8.8	0.348145	0.182933333333	0.783725887346	-22.6194671058	-2.71495661421	-1.45040092932
8.9	0.3706115	0.263395416667	0.643270563272	-22.8987197862	-2.8846414026	-1.85710573958
9	0.402682	0.322086527778	0.378464506173	-23.195425759	-3.08341501186	-2.23148963777
9.1	0.4378395	0.346048888889	0.0206038194444	-23.5095850244	-3.34036626284	-2.37693374211
9.2	0.474369	0.333662777778	-0.409813541667	-23.8586508748	-3.62155819789	-1.82882494152
9.3	0.509698	0.264348194444	-0.820156404321	-24.2426233102	-3.79124298628	-0.515787888514
9.4	0.5314785	0.1500625	-1.02682978395	-24.6440490382	-3.70882466049	0.604670396717
9.5	0.5386815	0.039445	-1.02569174383	-24.9931148886	-3.53429173529	0.486160385779
9.6	0.537824	-0.0582623611111	-0.958123919753	-25.3247274464	-3.57307682978	-0.0781088708454
9.7	0.526848	-0.150634166667	-0.875801273148	-25.7086998819	-3.62155819789	-0.0781088708454
9.8	0.5078115	-0.238956666667	-0.726493055556	-26.0577657323	-3.60216565064	0.114469896929
9.9	0.477456	-0.307127916667	-0.459463850309	-26.4242848752	-3.60701378745	0.425558675641
10	0.4429845	-0.336854583333	-0.117191666667	-26.7908040181	-3.51005105123	0.689512790911
10.1	0.407484	-0.331709583333	0.247272299383	-27.122416576	-3.44217713588	0.810716211189
10.2	0.3736985	-0.288024722222	0.603968479938	-27.4714824264	-3.4082401782	1.50157570677
10.3	0.3462585	-0.204085	0.869594984568	-27.8205482768	-3.20461843213	2.63280762936
10.4	0.3308235	-0.0973738888889	0.955861072531	-28.1347075421	-2.80707121362	2.9560167501
10.5	0.3280795	9.52777777777E-05	0.896484490741	-28.3790536374	-2.4483090896	1.70896822591
10.6	0.332367	0.0824152777778	0.80627496142	-28.5884931477	-2.42406840555	-0.016160456037
10.7	0.3445435	0.160447777778	0.71217492284	-28.8502925355	-2.55981623626	-0.860544283969
10.8	0.365295	0.227618611111	0.589703279321	-29.1120919233	-2.63738642524	-1.29148977829
10.9	0.391363	0.280354861111	0.434254938272	-29.3738913111	-2.76828611914	-2.07257848674
11	0.422233	0.318847083333	0.212615007716	-29.6531439914	-3.02523737012	-3.04624596297
11.1	0.456533	0.334567916667	-0.133865277778	-29.9673032567	-3.41793645182	-3.49739202734
11.2	0.493234	0.302316388889	-0.574167708333	-30.3338223997	-3.82033180714	-2.80787923643
11.3	0.522046	0.213850972222	-0.941251813272	-30.7352481276	-4.13061256305	-0.626217671433
11.4	0.5386815	0.0939915277778	-1.08643132716	-31.2064870257	-3.98516845872	1.9096272217
11.5	0.5407395	-0.0256297222222	-0.988440779321	-31.5555528761	-3.5827731034	2.87386776524
11.6	0.5304495	-0.114142777778	-0.769262191358	-31.9046187265	-3.30158116836	2.54796523516
11.7	0.5150145	-0.171881111111	-0.608361844136	-32.2187779918	-3.03008550693	1.49753559276
11.8	0.4961495	-0.225665416667	-0.538345910494	-32.4980306721	-2.9282746339	-0.276074457298
11.9	0.470253	-0.280259583333	-0.450174266975	-32.7772833525	-3.1028075591	-1.7763034594
12	0.440069	-0.328517777778	-0.21651875	-33.1088959103	-3.39369576777	-2.04699109802
12.1	0.402339	-0.34514375	0.231710262346	-33.4579617607	-3.64579888194	-0.848423941942
12.2	0.364266	-0.289310972222	0.74044066358	-33.8593874887	-3.66034329238	1.31034364367
12.3	0.339227	-0.176454444444	1.04407241512	-34.2259066316	-3.31612557879	2.77151821034
12.4	0.328937	-0.0557851388889	1.09235972222	-34.5226126044	-2.94281904433	2.50083057172
12.5	0.3301375	0.0489251388889	1.04002310957	-34.8018652848	-2.70526034059	0.884784968025
12.6	0.3393985	0.14620375	1.00774776235	-35.04621138	-2.69556406697	-1.52312298149
12.7	0.3579205	0.252390833333	0.927780594136	-35.3080107678	-3.03493364375	-3.63475590365
12.8	0.3901625	0.350336388889	0.641457638889	-35.6396233257	-3.54398800891	-4.42123143079
12.9	0.431837	0.401881666667	0.118541435185	-36.0235957612	-4.02880169002	-3.66573011106
13	0.4755695	0.388161666667	-0.538742901235	-36.4424747816	-4.42150077172	-1.21472761211
13.1	0.517587	0.286881388889	-1.08670922068	-36.9311669722	-4.4990709607	3.00719152755
13.2	0.53851	0.12905375	-1.20277608025	-37.4547657478	-3.60216565064	5.10266399368
13.3	0.53851	0.0117668055556	-0.946616481481	-37.6118453805	-3.00099668607	2.95655543197
13.4	0.536452	-0.0595009722222	-0.644206138117	-37.9609112309	-3.17552961127	1.87892235523
13.5	0.525476	-0.109093055556	-0.406943298611	-38.3099770813	-2.87979326579	2.85043510399
13.6	0.512785	-0.134741833333	-0.2558565625	-38.5543231766	-2.47545865575	2.96705972839
13.7	0.4978645	-0.153135208333	-0.177969625772	-38.7812159793	-2.20590224905	2.54917726937
13.8	0.4807145	-0.164068333333	-0.134084945988	-38.973202197	-2.02652118704	2.11917446832
Vernier Format 2
Sin título.cmbl 9/09/2025 17:31:31 .
Último 2
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

