"Último: Tiempo (s)","Último: Angulo (rad)","Último: Velocidad 1 (rad/s)","Último: Aceleración 1 (rad/s²)","Último: Posición (m)","Último: Velocidad 2 (m/s)","Último: Aceleración 2 (m/s²)"
3.15,-17.1216799621,-5.24568402961,6.02246328312,0.500094,-0.363484722222,-1.89052283951
3.2,-17.4009326424,-5.10993619889,4.24481311905,0.477799,-0.445709444444,-1.20521095679
3.25,-17.6452787377,-4.82874426385,2.88733481194,0.4532745,-0.480962222222,-0.57108441358
3.3,-17.8721715404,-4.75117407487,0.565615961294,0.4289215,-0.492871944444,-0.100623919753
3.35,-18.1165176357,-4.77056662212,-1.89616017501,0.4038825,-0.4930625,0.409376851852
3.4,-18.3434104385,-4.94509954732,-4.11552947075,0.378329,-0.461906666667,1.10696898148
3.45,-18.6052098263,-5.24568402961,-4.57879587715,0.3558625,-0.387113611111,1.89666296296
3.5,-18.8670092141,-5.52687596465,-2.19243520235,0.337855,-0.269064444444,2.5898087963
3.55,-19.1637151869,-5.63353497449,3.31289348758,0.327222,-0.113380555556,2.9368845679
3.6,-19.4604211597,-5.16811384063,8.04790710642,0.3263645,0.0464955555556,2.80434259259
3.65,-19.6873139625,-4.55724860243,7.59541433738,0.3332245,0.179789166667,2.36077160494
3.7,-19.8967534727,-4.27605666739,4.22865266301,0.3455725,0.283737222222,1.83229753086
3.75,-20.106192983,-4.19848647841,1.59449832898,0.3623795,0.363770555556,1.26534182099
3.8,-20.3156324932,-4.18879020479,0.382464126208,0.383131,0.413696111111,0.638519907407
3.85,-20.5250720035,-4.18879020479,-0.0754154615062,0.4052545,0.427320833333,0.0373171296296
3.9,-20.7345115137,-4.18879020479,-0.781088708454,0.427035,0.411885833333,-0.41287037037
3.95,-20.9439510239,-4.21787902565,-2.74189070761,0.447615,0.372726666667,-0.571454938272
4,-21.1533905342,-4.35362685636,-6.94360927722,0.4639075,0.340332222222,-0.462150154321
4.05,-21.3628300444,-4.8481368111,-12.2442388574,0.4802,0.332043055556,-0.486816512346
4.1,-21.6246294322,-5.66262379536,-15.2231495868,0.49735,0.314893055556,-0.989512654321
4.15,-21.921335405,-6.59346606309,-12.8421757307,0.5136425,0.252581388889,-1.88380046296
4.2,-22.287854548,-7.32068658475,-3.14051528985,0.5256475,0.125004444444,-2.73187854938
4.25,-22.7067335684,-7.01040582884,8.22028530415,0.52822,-0.0472577777778,-3.03078611111
4.3,-23.0208928338,-6.06017101387,11.4846974236,0.5198165,-0.203608611111,-2.7524691358
4.35,-23.2826922216,-5.55596478552,8.54888124356,0.506611,-0.331280833333,-2.19160061728
4.4,-23.5619449019,-5.32325421858,6.75507062346,0.4858595,-0.431417777778,-1.4193742284
4.45,-23.8237442897,-5.00327718905,6.98131700798,0.460992,-0.476388888889,-0.589240123457
4.5,-24.068090385,-4.5863374233,6.7712310795,0.436639,-0.482200833333,0.0750577160494
4.55,-24.2775298952,-4.24696784652,4.97742045939,0.4117715,-0.460382222222,0.541124845679
4.6,-24.4869694055,-4.05304237408,2.17627474631,0.3898195,-0.419889166667,0.820976851852
4.65,-24.6789556232,-3.98516845872,-1.50292241144,0.369754,-0.374822777778,1.03688688272
4.7,-24.8709418409,-4.21787902565,-4.81042908034,0.352261,-0.322896388889,1.39259058642
4.75,-25.0978346437,-4.54755232881,-6.36721967857,0.336483,-0.246578888889,1.96854475309
4.8,-25.3247274464,-4.90631445283,-6.55037151366,0.32585,-0.130149444444,2.61876265432
4.85,-25.5865268342,-5.28446912409,-4.950486366,0.3219055,0.0228666666667,3.07969537037
4.9,-25.8657795146,-5.4202169548,-2.80653253176,0.327222,0.195700555556,3.1128837963
4.95,-26.1275789024,-5.53657223827,-1.10429782919,0.3417995,0.358149166667,2.60113626543
5,-26.4242848752,-5.53657223827,0.560229142615,0.3651235,0.473721111111,1.67969429012
5.05,-26.686084263,-5.43960950205,1.34670466975,0.3918775,0.527457777778,0.680071604938
5.1,-26.9653369433,-5.38143186032,1.65375333445,0.419489,0.5359375,-0.211516666667
5.15,-27.2271363311,-5.26507657685,1.60527196634,0.4471005,0.501828055556,-0.957594598765
5.2,-27.4889357189,-5.20689893512,1.05581646108,0.4714535,0.428845277778,-1.42641419753
5.25,-27.7507351067,-5.11963247252,-0.409398219603,0.49049,0.342714166667,-1.55546265432
5.3,-27.995081202,-5.17781011425,-3.01661846024,0.504896,0.268111666667,-1.56800756173
5.35,-28.2568805898,-5.45900204929,-4.49799359696,0.5170725,0.195414722222,-1.73934876543
5.4,-28.5361332701,-5.79837162607,-2.55873887252,0.525476,0.101947222222,-2.04561388889
5.45,-28.8502925355,-5.86624554143,2.20320883971,0.5283915,-0.0141963888889,-2.24776157407
5.5,-29.1469985083,-5.47839459654,5.27369548674,0.5242755,-0.135770833333,-2.18276095679
5.55,-29.3913446036,-5.15841756701,4.950486366,0.5139855,-0.241243333333,-1.91016064815
5.6,-29.6531439914,-4.99358091543,4.23942630037,0.499408,-0.3284225,-1.56896033951
5.65,-29.8974900867,-4.75117407487,3.52297941606,0.480543,-0.399023333333,-1.19647716049
5.7,-30.1243828894,-4.59603369692,2.07931201009,0.458591,-0.447996111111,-0.812772376543
5.75,-30.3512756922,-4.54755232881,0.657191878837,0.435267,-0.481629166667,-0.388309876543
5.8,-30.5781684949,-4.54755232881,-0.554842323936,0.409542,-0.492109722222,0.148950925926
5.85,-30.8050612977,-4.5863374233,-2.05776473538,0.3846745,-0.469719444444,0.765451080247
5.9,-31.0319541005,-4.74147780125,-3.641489427,0.361522,-0.418269444444,1.45198040123
5.95,-31.2763001957,-4.96449209456,-4.61111678922,0.341285,-0.327279166667,2.18037901235
6,-31.520646291,-5.30386167134,-3.45833759191,0.327222,-0.197796666667,2.81312932099
6.05,-31.8173522639,-5.42991322843,-0.0592550054686,0.3198475,-0.0329661111111,3.12881635802
6.1,-32.0791516517,-5.25538030323,2.39713431215,0.3236205,0.1380575,2.94154259259
6.15,-32.3409510395,-5.08084737803,2.72034343289,0.3352825,0.276115,2.40004722222
6.2,-32.5852971347,-4.9354032737,1.83690516954,0.352604,0.38073,1.74871774691
6.25,-32.82964323,-4.89661817921,0.759541433739,0.3747275,0.4501875,1.08717237654
6.3,-33.0739893253,-4.88692190558,0.145444104333,0.3987375,0.488775,0.44288287037
6.35,-33.3183354206,-4.88692190558,-0.457879587715,0.4248055,0.495920833333,-0.198601234568
6.4,-33.5626815159,-4.90631445283,-1.66452697181,0.4501875,0.463145277778,-0.711142746914
6.45,-33.8070276111,-4.99358091543,-3.94315127302,0.471625,0.414458333333,-1.02698858025
6.5,-34.0513737064,-5.29416539772,-6.12481283802,0.491519,0.361102777778,-1.33875864198
6.55,-34.3306263867,-5.71110516347,-6.01168964576,0.508669,0.286309722222,-1.73977222222
6.6,-34.6273323596,-6.02138591938,-3.1028075591,0.5211885,0.187411388889,-2.1308875
6.65,-34.9414916249,-6.10865238198,1.58372469162,0.5283915,0.0666944444444,-2.3707757716
6.7,-35.2556508903,-5.83715672056,5.58613097012,0.52822,-0.0619305555556,-2.34737978395
6.75,-35.5349035706,-5.37173558669,6.1301996567,0.52136,-0.175501666667,-2.13919783951
6.8,-35.7792496659,-5.11963247252,4.40103086074,0.5102125,-0.276781944444,-1.86654459877
6.85,-36.0410490537,-4.99358091543,3.32905394362,0.4934055,-0.366628888889,-1.49718441358
6.9,-36.285395149,-4.78995916936,2.2570770265,0.472311,-0.429512222222,-1.07150447531
6.95,-36.5122879517,-4.73178152763,0.522521411863,0.4495015,-0.470195833333,-0.692510648148
7,-36.756634047,-4.73178152763,-1.6160456037,0.424977,-0.4982075,-0.293032098765
7.05,-36.9835268498,-4.82874426385,-5.02051500882,0.3990805,-0.507830555556,0.305312345679
7.1,-37.227872945,-5.19720266149,-8.52194715017,0.372841,-0.481438611111,1.21177453704
7.15,-37.4896723328,-5.80806789969,-8.68893852922,0.348831,-0.399595,2.35262006173
7.2,-37.8038315982,-6.40923686427,-2.11163292217,0.3294515,-0.2426725,3.3443558642
7.25,-38.1703507411,-6.22500766545,7.98326528227,0.321734,-0.0297266666667,3.58736712963
7.3,-38.467056714,-5.27477285047,11.780972451,0.328251,0.153301944444,3.03957283951
7.35,-38.6764962242,-4.64451506503,7.8216607219,0.339913,0.278973333333,2.2765037037
7.4,-38.903389027,-4.52815978156,3.66303670172,0.3568915,0.376347222222,1.52814969136
7.45,-39.1302818297,-4.46998213983,2.71495661421,0.3788435,0.436276944444,0.715641975309
7.5,-39.3571746325,-4.31484176187,3.06509982835,0.4025105,0.449615833333,-0.0697115740741
7.55,-39.5666141427,-4.08213119494,2.01467018594,0.426006,0.416268611111,-0.552716975309
7.6,-39.7586003604,-3.99486473234,-1.29283648296,0.4446995,0.370154166667,-0.553616820988
7.65,-39.9505865782,-4.21787902565,-4.66498497601,0.461335,0.352146666667,-0.379258487654
7.7,-40.1774793809,-4.53785605519,-6.76584426082,0.4789995,0.3490025,-0.510159567901
7.75,-40.4043721837,-4.90631445283,-8.50039987545,0.497693,0.318704166667,-1.00226929012
7.8,-40.6661715715,-5.35234303945,-10.2672764022,0.5126135,0.250008888889,-1.5776412037
7.85,-40.9279709593,-5.99229709851,-10.0464168363,0.5232465,0.159399722222,-2.1181837963
7.9,-41.2595835171,-6.6419474312,-4.25558675641,0.5301065,0.0352527777778,-2.53931157407
7.95,-41.6261026601,-6.61285861033,4.81042908034,0.5280485,-0.112618333333,-2.58382746914
8,-41.9577152179,-5.89533436229,8.88825082034,0.5174155,-0.236955833333,-2.32588935185
8.05,-42.2020613132,-5.35234303945,5.80699053596,0.503524,-0.343,-2.03698595679
8.1,-42.463860701,-5.3329504922,2.08469882877,0.483287,-0.443803888889,-1.65555725309
8.15,-42.7431133813,-5.26507657685,0.123896829617,0.457905,-0.516596111111,-1.1060691358
8.2,-42.9874594766,-5.29416539772,-2.07392519141,0.4302935,-0.557756111111,-0.436954475309
8.25,-43.2667121569,-5.44930577567,-4.47644632224,0.4011385,-0.567855555556,0.436266358025
8.3,-43.5285115447,-5.73049771071,-6.48572968951,0.3716405,-0.527743611111,1.58806882716
8.35,-43.8252175176,-6.23470393907,-5.16057229448,0.345401,-0.416363888889,2.84012469136
8.4,-44.1568300755,-6.5546809686,1.7938106201,0.326536,-0.229333611111,3.73769429012
8.45,-44.5233492184,-6.08925983474,9.07678947411,0.3208765,-0.00676472222222,3.86002037037
8.5,-44.7851486062,-5.24568402961,9.09833674882,0.327565,0.185505833333,3.30725046296
8.55,-45.0120414089,-4.98388464181,5.11747774505,0.341285,0.333853333333,2.43720555556
8.6,-45.2738407967,-4.92570700007,3.89466990491,0.362551,0.436086388889,1.39089675926
8.65,-45.518186892,-4.69299643314,4.55186178375,0.38759,0.474864444444,0.333895679012
8.7,-45.7450796948,-4.4118044981,4.54108814639,0.4124575,0.457523888889,-0.450081635802
8.75,-45.954519205,-4.19848647841,3.63610260832,0.4344095,0.411695277778,-0.82447037037
8.8,-46.1639587153,-4.03364982683,2.1277933782,0.453789,0.360054722222,-0.852947839506
8.85,-46.355944933,-3.93668709061,-0.452492769036,0.4697385,0.320323888889,-0.733533024691
8.9,-46.5479311507,-4.05304237408,-3.61455533361,0.4851735,0.292883888889,-0.722258487654
8.95,-46.7573706609,-4.29544921463,-6.66349470592,0.4995795,0.255820833333,-0.883172067901
9,-46.9668101712,-4.7608703485,-8.42498441395,0.51107,0.209325277778,-1.17398101852
9.05,-47.228609559,-5.29416539772,-6.83587290364,0.5211885,0.144345833333,-1.58462824074
9.1,-47.5078622393,-5.58505360638,-2.39713431215,0.526848,0.0503066666667,-1.96573935185
9.15,-47.8045682121,-5.51717969103,1.89616017501,0.5270195,-0.0618352777778,-2.13226373457
9.2,-48.0663675999,-5.27477285047,3.94315127302,0.520674,-0.175311111111,-2.01141975309
9.25,-48.3281669877,-5.06145483078,4.55724860243,0.5088405,-0.272970833333,-1.65248719136
9.3,-48.572513083,-4.83844053747,5.1282513824,0.4923765,-0.346239444444,-1.16990524691
9.35,-48.8168591783,-4.53785605519,5.27369548674,0.472654,-0.386351388889,-0.748459876543
9.4,-49.0262986885,-4.24696784652,4.16401083886,0.4532745,-0.412266944444,-0.480729320988
9.45,-49.2357381988,-4.08213119494,2.38097385612,0.4316655,-0.436372222222,-0.177375462963
9.5,-49.4277244165,-4.04334610045,1.31977057635,0.4086845,-0.438087222222,0.276411419753
9.55,-49.6371639267,-4.05304237408,2.0254438233,0.3867325,-0.412552777778,0.799909876543
9.6,-49.846603437,-3.83972435439,2.57489932856,0.365981,-0.354528611111,1.2389287037
9.65,-50.0211363622,-3.64579888194,0.409398219604,0.3503745,-0.276400833333,1.43530679012
9.7,-50.1956692874,-3.74276161817,-2.81191935044,0.338884,-0.204370833333,1.49861358025
9.75,-50.3876555051,-4.01425727959,-4.35793631131,0.3301375,-0.132817222222,1.65989768519
9.8,-50.5970950153,-4.29544921463,-3.43140349852,0.324821,-0.0451616666667,1.92799876543
9.85,-50.8239878181,-4.43119704534,-0.921145994108,0.324478,0.0645983333333,2.09600524691
9.9,-51.0508806208,-4.35362685636,0.991174636936,0.3311665,0.177407222222,2.00025108025
9.95,-51.2603201311,-4.2372715729,1.01810873033,0.3431715,0.271922777778,1.72410432099
10,-51.4697596413,-4.20818275203,-0.0161604560376,0.3589495,0.351098611111,1.37406435185
10.05,-51.6791991516,-4.2372715729,-1.15277919731,0.3788435,0.412933888889,0.92737037037
10.1,-51.8886386618,-4.35362685636,-1.71300833992,0.4011385,0.449996944444,0.370365895062
10.15,-52.1155314646,-4.46028586621,-1.40595967522,0.4254915,0.451045,-0.186797376543
10.2,-52.3424242673,-4.45058959259,-1.8207447135,0.4477865,0.419222222222,-0.517093672839
10.25,-52.5518637775,-4.5863374233,-3.27518575683,0.466823,0.391210555556,-0.685100154321
10.3,-52.7962098728,-4.81904799023,-4.33638903659,0.48706,0.357005833333,-0.947749228395
10.35,-53.0405559681,-4.98388464181,-6.14097329405,0.5036955,0.299648611111,-1.2904316358
10.4,-53.2849020634,-5.36203931307,-8.74280671601,0.517244,0.230953333333,-1.71812299383
10.45,-53.5641547437,-5.95351200403,-8.91518491374,0.527877,0.133960555556,-2.23601064815
10.5,-53.8783140091,-6.51589587411,-3.98085900378,0.532336,0.00266777777778,-2.61918611111
10.55,-54.244833152,-6.50619960049,3.77615989398,0.5290775,-0.147204166667,-2.60595308642
10.6,-54.5589924173,-5.91472690954,7.5900275187,0.516215,-0.272685,-2.25257839506
10.65,-54.8207918051,-5.51717969103,6.95976973326,0.50078,-0.373488888889,-1.79561558642
10.7,-55.1000444855,-5.28446912409,6.62040015648,0.4786565,-0.459238888889,-1.17784506173
10.75,-55.3618438733,-4.88692190558,6.3348987665,0.45276,-0.498398055556,-0.437272067901
10.8,-55.588736676,-4.51846350794,3.641489427,0.427035,-0.496873611111,0.185368209877
10.85,-55.7981761863,-4.45058959259,-0.506360955826,0.4021675,-0.470576944444,0.62983904321
10.9,-56.025068989,-4.60572997054,-3.96469854774,0.3795295,-0.429798055556,1.00613333333
10.95,-56.2519617918,-4.92570700007,-5.4622341405,0.359121,-0.378538611111,1.5521808642
11,-56.5137611796,-5.29416539772,-3.88928308623,0.3400845,-0.288786944444,2.3450507716
11.05,-56.7930138599,-5.4202169548,-0.366303670172,0.3273935,-0.139963055556,3.03433256173
11.1,-57.0722665402,-5.24568402961,1.52446968616,0.3249925,0.0361102777778,3.27104490741
11.15,-57.3166126355,-5.08084737803,0.0538681867901,0.3315095,0.205609444444,3.05804614198
11.2,-57.5609587308,-5.23598775598,-1.71300833992,0.3462585,0.355481388889,2.48542669753
11.25,-57.8402114111,-5.41052068118,-0.948080087503,0.3685535,0.466384722222,1.63454320988
11.3,-58.1194640914,-5.31355794496,-0.285501389987,0.3953075,0.522312777778,0.708178549383
11.35,-58.3638101867,-5.3329504922,-1.15816601598,0.422919,0.52822,-0.059336882716
11.4,-58.643062867,-5.49778714378,-0.824183257886,0.4488155,0.508973888889,-0.673825617284
11.45,-58.9223155473,-5.5074834174,1.06120327976,0.474712,0.463335833333,-1.28365632716
11.5,-59.2015682276,-5.37173558669,2.58028614724,0.497007,0.377871666667,-1.79095756173
11.55,-59.4633676154,-5.14872129338,2.11163292217,0.513471,0.270779444444,-2.0150720679
11.6,-59.7077137107,-5.09054365165,0.0323209120739,0.5239325,0.163973055556,-1.98670046296
11.65,-59.9695130985,-5.13902501976,-2.11163292217,0.528906,0.0725063888889,-1.93662669753
11.7,-60.2138591938,-5.3329504922,-3.18899665797,0.531307,-0.02058,-2.02481157407
11.75,-60.4931118741,-5.65292752174,-0.635644604121,0.5280485,-0.1329125,-2.0621287037
11.8,-60.8072711395,-5.47839459654,3.33982758098,0.5174155,-0.236003055556,-1.9294808642
11.85,-61.0516172348,-5.10023992527,3.60378169625,0.5036955,-0.325183055556,-1.75983348765
11.9,-61.29596333,-5.04206228354,2.19243520235,0.485345,-0.415982777778,-1.47315324074
11.95,-61.5577627178,-4.97418836818,1.75071607067,0.4611635,-0.483915833333,-0.9604
12,-61.8021088131,-4.80935171661,0.0377077307531,0.435267,-0.515452777778,-0.351733796296
12.05,-62.0290016159,-4.8481368111,-3.85157535548,0.408513,-0.517644166667,0.27995787037
12.1,-62.2733477112,-5.17781011425,-7.88091572737,0.3826165,-0.492109722222,1.0419154321
12.15,-62.535147099,-5.75958653158,-9.01214764996,0.3579205,-0.426368055556,2.05286558642
12.2,-62.8493063643,-6.30257785442,-5.29524276145,0.337169,-0.294789444444,3.15946404321
12.25,-63.1809189222,-6.47711077962,1.93925472444,0.3249925,-0.0919430555556,3.8413882716
12.3,-63.5299847726,-6.02138591938,7.22911066721,0.3273935,0.126719444444,3.7299662037
12.35,-63.7917841604,-5.39112813394,5.67232006898,0.339913,0.303078611111,3.06857962963
12.4,-64.0361302557,-5.32325421858,1.23358147749,0.359121,0.440469166667,2.16359953704
12.45,-64.315382936,-5.45900204929,-0.247793659233,0.385875,0.526600277778,1.09887037037
12.5,-64.5946356163,-5.42991322843,-0.0107736373576,0.4145155,0.549276388889,0.0764339506173
12.55,-64.8564350041,-5.4202169548,-0.150830923012,0.442813,0.523170277778,-0.707066975309
12.6,-65.1356876844,-5.4202169548,-0.894211900713,0.4680235,0.465146111111,-1.19965308642
