Vernier Format 2
Sin título.cmbl 9/09/2025 17:41:33 .
Último
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

4.2	0.3833025	0.249723055556	0.335576273148	-10.7163216072	-2.55496809945	-0.113123192259
4.3	0.4107425	0.273494861111	0.127288464506	-10.978120995	-2.59860133075	-0.21277933782
4.4	0.4398975	0.274542916667	-0.0729536651235	-11.2399203828	-2.61314574118	-0.177765016407
4.5	0.467166	0.256249583333	-0.246001929012	-11.5017197706	-2.6228420148	-0.241060135885
4.6	0.4920335	0.224379166667	-0.401820794753	-11.7635191584	-2.64223456205	-0.490200499789
4.7	0.5136425	0.174405972222	-0.532986535494	-12.0253185462	-2.71495661421	-0.794555755152
4.8	0.527877	0.112856527778	-0.609195524691	-12.3045712266	-2.81191935044	-0.946733382833
4.9	0.5362805	0.0485916666667	-0.635926234568	-12.5838239069	-2.93797090752	-0.721833702985
5	0.537824	-0.0175311111111	-0.62039066358	-12.8979831722	-3.00099668607	-0.0336676167438
5.1	0.532336	-0.0787947222222	-0.565156018519	-13.1946891451	-2.94766718115	0.6989397236
5.2	0.52136	-0.131864444444	-0.489688078704	-13.4913951179	-2.8410081713	1.18779351872
5.3	0.505582	-0.17836	-0.396315856481	-13.7706477982	-2.66162710929	1.14604567396
5.4	0.4844875	-0.211850138889	-0.295361111111	-14.0149938935	-2.56466437307	0.595243464029
5.5	0.462364	-0.235240833333	-0.207626157407	-14.2767932813	-2.54527182583	0.0242406840553
5.6	0.4374965	-0.255058611111	-0.096984837963	-14.5211393766	-2.56951250988	-0.421518561632
5.7	0.410228	-0.260584722222	0.0743960648148	-14.7829387644	-2.6664752461	-0.467306520403
5.8	0.383474	-0.243768194444	0.28599212963	-15.0621914447	-2.69556406697	-0.152177627681
5.9	0.3596355	-0.20365625	0.499851041667	-15.3239908325	-2.69556406697	0.199312291123
6	0.3407705	-0.140391805556	0.672303819444	-15.6032435128	-2.66162710929	0.562922551955
6.1	0.330309	-0.0620258333333	0.764749729938	-15.8650429006	-2.55496809945	0.618137443415
6.2	0.3284225	0.0183409722222	0.784638966049	-16.1093889959	-2.4919423209	0.235673317206
6.3	0.3339105	0.0987077777778	0.748843634259	-16.3537350912	-2.51618300496	-0.133323762305
6.4	0.348488	0.17364375	0.647240470679	-16.615534479	-2.5355755522	-0.37438389819
6.5	0.370097	0.232334861111	0.492480246914	-16.8598805743	-2.57436064669	-0.709713360957
6.6	0.396165	0.274638194444	0.299529513889	-17.1216799621	-2.69071593016	-0.874011330667
6.7	0.4265205	0.296504444444	0.0587943287037	-17.4009326424	-2.78283052957	-0.680085858223
6.8	0.457905	0.288929861111	-0.205680902778	-17.6801853227	-2.85070444492	-0.185845244425
6.9	0.4865455	0.253629444444	-0.443200462963	-17.9768912955	-2.8410081713	0.525214821202
7	0.5108985	0.192794583333	-0.591502970679	-18.2561439759	-2.74404543508	1.15008578797
7.1	0.525819	0.123289444444	-0.608983796296	-18.5353966562	-2.55981623626	1.23223477282
7.2	0.534394	0.0639790277778	-0.545557908951	-18.7622894589	-2.42891654236	0.632951194782
7.3	0.5376525	0.01500625	-0.481152777778	-19.0066355542	-2.43861281598	0.0242406840556
7.4	0.5369665	-0.0282022222222	-0.457161304012	-19.2509816495	-2.45800536323	-0.282807980647
7.5	0.5321645	-0.0728398611111	-0.47247191358	-19.4953277448	-2.51133486815	-0.414785038283
7.6	0.522732	-0.12133625	-0.497760223765	-19.7571271326	-2.54042368901	-0.511747774505
7.7	0.508669	-0.175930416667	-0.482079089506	-20.0014732279	-2.58890505712	-0.773008480436
7.8	0.4872315	-0.225903611111	-0.383545987654	-20.2632726157	-2.72950102465	-0.736647454352
7.9	0.4615065	-0.256011388889	-0.240232330247	-20.5599785885	-2.76828611914	-0.434985608329
8	0.4350955	-0.273066111111	-0.0865439814815	-20.8217779763	-2.76828611914	-0.496934023137
8.1	0.4062835	-0.277687083333	0.117562191358	-21.1010306566	-2.86524885536	-0.529254935212
8.2	0.3774715	-0.256440138889	0.384617862654	-21.3977366295	-2.9282746339	-0.0673352334875
8.3	0.351918	-0.200797916667	0.645387847222	-21.6944426023	-2.90888208666	0.662578697517
8.4	0.3349395	-0.117953888889	0.806751350309	-21.9911485751	-2.77313425595	1.14200555995
8.5	0.3280795	-0.02872625	0.846794483025	-22.2529479629	-2.60344946756	0.876704740007
8.6	0.329623	0.0570713888889	0.806446990741	-22.4972940582	-2.56466437307	0.26934093395
8.7	0.3397415	0.137438194444	0.701985493827	-22.759093446	-2.59375319394	0.00538681867892
8.8	0.358435	0.202084166667	0.547040007716	-23.0208928338	-2.59375319394	-0.0202005700462
8.9	0.3819305	0.246817083333	0.385544174383	-23.2826922216	-2.56466437307	-0.346103100125
9	0.408856	0.277448888889	0.229222453704	-23.5270383169	-2.60829760437	-1.15143249264
9.1	0.4381825	0.295075277778	0.0381243441358	-23.7888377047	-2.80707121362	-1.7897705061
9.2	0.4690525	0.293836666667	-0.237281365741	-24.0855436775	-3.03978178056	-1.61335219436
9.3	0.500437	0.253057777778	-0.550890817901	-24.3997029429	-3.21916284257	-0.494240613798
9.4	0.523418	0.173119722222	-0.748420177469	-24.7487687933	-3.1900740217	1.08005714514
9.5	0.535766	0.0837491666667	-0.746064699074	-25.0629280586	-2.91857836028	1.81131778081
9.6	0.537824	0.0146727777778	-0.637355401235	-25.3247274464	-2.70041220378	1.26724909423
9.7	0.537138	-0.0379681944444	-0.565169251543	-25.5865268342	-2.64223456205	0.379770716869
9.8	0.5307925	-0.0928958333333	-0.539272222222	-25.848326222	-2.65677897248	-0.210085928481
9.9	0.5187875	-0.14791875	-0.495179783951	-26.1101256098	-2.74404543508	-0.175071607067
10	0.5009515	-0.198368333333	-0.392491512346	-26.4068315827	-2.73919729827	0.311088778712
10.1	0.477113	-0.2289525	-0.262053587963	-26.6686309705	-2.64223456205	0.433638903659
10.2	0.4539605	-0.245769027778	-0.165452507716	-26.9304303583	-2.58890505712	-0.0269340933949
10.3	0.4285785	-0.263014305556	-0.0512118055556	-27.1747764536	-2.64223456205	-0.566962665964
10.4	0.4001095	-0.264395833333	0.144875154321	-27.4540291339	-2.7537417087	-0.623524262094
10.5	0.3733555	-0.238909027778	0.392253317901	-27.7332818142	-2.79737494	-0.308395369372
10.6	0.3500315	-0.18522	0.629402353395	-28.0125344945	-2.83131189768	0.210085928481
10.7	0.334082	-0.105996527778	0.784718364198	-28.3092404673	-2.76343798232	0.778395299115
10.8	0.3280795	-0.0172929166667	0.817523032407	-28.5710398551	-2.63738642524	0.954813610852
10.9	0.331338	0.0653129166667	0.756796682099	-28.8328392429	-2.54042368901	0.771661775766
11	0.3421425	0.136580694444	0.655471412037	-29.0771853382	-2.46770163685	0.356876737484
11.1	0.359464	0.196986805556	0.538465007716	-29.3215314335	-2.45800536323	-0.210085928481
11.2	0.382445	0.245435555556	0.402217785494	-29.5658775288	-2.49679045771	-0.86054428397
11.3	0.409542	0.280450138889	0.225398109568	-29.8102236241	-2.64223456205	-1.30226341565
11.4	0.4398975	0.296075694444	-0.0134712191358	-30.0894763044	-2.82646376087	-1.02484225368
11.5	0.470939	0.283641944444	-0.302798070988	-30.3861822772	-2.90403394985	-0.179111721077
11.6	0.5002655	0.232287222222	-0.548786766975	-30.6828882501	-2.85070444492	0.561575847285
11.7	0.519302	0.159209166667	-0.645123186728	-30.9621409304	-2.72950102465	0.655845174167
11.8	0.530964	0.0931816666667	-0.627562962963	-31.2239403182	-2.66162710929	0.150830923012
11.9	0.5373095	0.0333948611111	-0.585124652778	-31.485739706	-2.68586779335	-0.433638903659
12	0.5376525	-0.0236765277778	-0.53678441358	-31.7475390938	-2.82161562406	-0.293581618005
12.1	0.5321645	-0.0753647222222	-0.480107368827	-32.0616983591	-2.8410081713	0.694899609591
12.2	0.521703	-0.118716111111	-0.435340046296	-32.3409510395	-2.63738642524	1.24031500084
12.3	0.5081545	-0.158685138889	-0.423297993827	-32.5852971347	-2.46285350004	0.554842323936
12.4	0.4906615	-0.203608611111	-0.407352199074	-32.8121899375	-2.48709418409	-0.620830852754
12.5	0.4669945	-0.244149305556	-0.344826157407	-33.0739893253	-2.62769015161	-1.49484218342
12.6	0.4412695	-0.277163055556	-0.214533796296	-33.3357887131	-2.81676748725	-1.98504268321
12.7	0.410914	-0.297314305556	0.0374494598765	-33.6324946859	-3.05432619099	-2.0254438233
12.8	0.379015	-0.282212777778	0.416522685185	-33.9466539513	-3.2773404843	-1.40461297055
12.9	0.3500315	-0.216709305556	0.811369675926	-34.2957198017	-3.39854390458	-0.131977057635
13	0.3315095	-0.105663055556	1.04900833333	-34.6447856521	-3.3209737156	1.27398261758
13.1	0.328251	0.0153873611111	1.04437677469	-34.97639821	-3.07371873823	1.97292234118
13.2	0.3366545	0.116715277778	0.875219020062	-35.2556508903	-2.8410081713	1.76148970803
13.3	0.353633	0.193461527778	0.651858796296	-35.5349035706	-2.70041220378	1.15951272065
13.4	0.3773	0.245626111111	0.435287114198	-35.7967029584	-2.58890505712	0.274727752629
13.5	0.404397	0.277544166667	0.242680439815	-36.0410490537	-2.61314574118	-0.844383827933
13.6	0.4337235	0.294360694444	0.0419883873457	-36.3028484415	-2.79737494	-1.5136960488
13.7	0.464422	0.292740972222	-0.219827006173	-36.5995544143	-3.00099668607	-1.31977057635
13.8	0.495635	0.253915277778	-0.505236882716	-36.9137136797	-3.1028075591	-0.654498469498
13.9	0.5181015	0.182980972222	-0.698836033951	-37.227872945	-3.11735196953	-0.0956160315522
14	0.5328505	0.101947222222	-0.763016203704	-37.5420322104	-3.07856687505	0.0336676167437
14.1	0.5379955	0.0237718055556	-0.747493865741	-37.8387381832	-3.07856687505	-0.183151835086
14.2	0.536795	-0.0468290277778	-0.724719830247	-38.1528974486	-3.12704824316	-0.335329462767
14.3	0.528906	-0.119001944444	-0.712360185185	-38.467056714	-3.15613706402	-0.390544354227
14.4	0.5132995	-0.192127638889	-0.665846103395	-38.7812159793	-3.20946656895	-0.410744924273
14.5	0.4899755	-0.258822083333	-0.543308294753	-39.1128285372	-3.233707253	-0.492893909128
14.6	0.459963	-0.307080277778	-0.335179282407	-39.4269878026	-3.2773404843	-0.818796439207
14.7	0.4272065	-0.334139166667	-0.0240311728395	-39.7586003604	-3.4082401782	-0.958853724861
14.8	0.3901625	-0.322753472222	0.395826234568	-40.1076662108	-3.53429173529	-0.424211970971
14.9	0.357749	-0.255916111111	0.813989814815	-40.4741853537	-3.55853241934	0.729913931004
15	0.3352825	-0.146299027778	1.07924579475	-40.8407044967	-3.37430322052	1.74398254732
15.1	0.327222	-0.0201988888889	1.12044020062	-41.154863762	-3.11735196953	1.87057278628
15.2	0.3325385	0.0933722222222	0.975551813272	-41.4515697349	-2.96221159158	1.51908286748
15.3	0.348145	0.181313611111	0.740652391975	-41.7482757077	-2.81676748725	1.08679066849
15.4	0.3709545	0.242100833333	0.48640628858	-42.0100750955	-2.73434916146	0.558882437946
15.5	0.398566	0.277258333333	0.243461188272	-42.2893277758	-2.71495661421	0.165644674379
15.6	0.4282355	0.289120416667	0.017877816358	-42.5511271636	-2.71980475102	-0.00942693268832
15.7	0.457905	0.280116666667	-0.196444251543	-42.8303798439	-2.74889357189	0.129283648296
15.8	0.4858595	0.250247083333	-0.40282650463	-43.1096325243	-2.70041220378	0.317822302061
15.9	0.5102125	0.19551	-0.557097106481	-43.3714319121	-2.64708269886	0.15891115103
16	0.525819	0.130006527778	-0.615097453704	-43.6332312999	-2.64708269886	-0.193925472444
16.1	0.5359375	0.0658845833333	-0.597801890432	-43.8950306877	-2.70526034059	-0.354183328144
16.2	0.5383385	0.00843208333333	-0.553497723765	-44.174283368	-2.75858984551	-0.133323762305
16.3	0.5369665	-0.0421604166667	-0.533171797839	-44.4535360483	-2.74889357189	0.211432633151
16.4	0.5301065	-0.0946584722222	-0.546246026235	-44.7327887286	-2.6664752461	0.0727220521665
16.5	0.5184445	-0.150681805556	-0.563065200617	-44.9771348239	-2.67617151972	-0.627564376103
16.6	0.5006085	-0.211897777778	-0.529890007716	-45.2563875042	-2.80222307681	-1.27802273159
16.7	0.475055	-0.262919027778	-0.42037349537	-45.5356401845	-2.96705972839	-1.58641810096
16.8	0.4471005	-0.301173055556	-0.233351157407	-45.8497994499	-3.14159265359	-1.57968457762
16.9	0.413658	-0.320085694444	0.0734168209877	-46.1639587153	-3.30642930517	-1.22684795414
17	0.3795295	-0.296313888889	0.475449344136	-46.5130245656	-3.43248086226	-0.359570146823
17.1	0.3500315	-0.222997638889	0.845391782407	-46.862090416	-3.41793645182	0.887478377364
17.2	0.3315095	-0.111093888889	1.03623846451	-47.2111562664	-3.24825166343	2.02679052797
17.3	0.3277365	0.00466861111111	0.996287962963	-47.5253155318	-2.93797090752	2.44157556625
17.4	0.3342535	0.100994444444	0.797594097222	-47.7871149196	-2.7101084774	2.29074464324
17.5	0.350203	0.169451527778	0.531319174383	-48.0663675999	-2.49679045771	2.12914008287
17.6	0.371126	0.204180277778	0.294487731481	-48.2932604027	-2.24953548035	1.58507139629
17.7	0.3925635	0.219472361111	0.148104012346	-48.5026999129	-2.13802833369	0.650458355488
17.8	0.4152015	0.228571388889	0.0626980709877	-48.7121394232	-2.12833206007	-0.21547274716
17.9	0.438697	0.231906111111	-0.0140799382716	-48.9215789334	-2.20590224905	-0.791862345812
18	0.4621925	0.227285138889	-0.10780945216	-49.1484717362	-2.33195380614	-0.869971216658
18.1	0.484659	0.21394625	-0.235521373457	-49.3928178314	-2.41437213193	-0.593896759359
18.2	0.5067825	0.181647083333	-0.375090084877	-49.6371639267	-2.43861281598	-0.445759245687
18.3	0.522389	0.13377	-0.469666512346	-49.881510022	-2.46285350004	-0.69759301893
18.4	0.533022	0.0858452777778	-0.538967862654	-50.1258561173	-2.5355755522	-1.27263591291
18.5	0.540568	0.0274876388889	-0.603730285494	-50.3702022126	-2.76343798232	-1.3399711464
18.6	0.539882	-0.0419222222222	-0.595856635802	-50.6843614779	-2.92342649709	-0.296275027345
18.7	0.5307925	-0.0990888888889	-0.515571875	-50.9810674508	-2.83616003449	0.865931102649
18.8	0.5187875	-0.143297777778	-0.442499112654	-51.2603201311	-2.65193083567	1.07467032646
18.9	0.502152	-0.184695972222	-0.395204282407	-51.5046662264	-2.52587927858	0.26799422928
19	0.4814005	-0.221282638889	-0.35758279321	-51.7490123216	-2.57436064669	-0.872664625997
19.1	0.457905	-0.256964166667	-0.297504861111	-52.0108117094	-2.73434916146	-1.67126049516
19.2	0.430122	-0.289168055556	-0.13570466821	-52.2900643898	-2.96221159158	-1.82209141817
19.3	0.3983945	-0.298362361111	0.175244945988	-52.6042236551	-3.17068147446	-1.14335226462
19.4	0.3664955	-0.262347361111	0.564348804012	-52.935836213	-3.24340352662	0.0996561455614
19.5	0.3414565	-0.177454861111	0.865564205247	-53.2674487709	-3.15128892721	1.29876198351
19.6	0.32928	-0.070315	0.962592712191	-53.5816080362	-2.90888208666	1.72674472755
19.7	0.3284225	0.0299648611111	0.881228136574	-53.843407424	-2.7101084774	1.21688233958
19.8	0.33614	0.113590166667	0.713443969907	-54.1052068118	-2.67908040181	0.752269228521
19.9	0.353633	0.172381319444	0.539409845679	-54.3844594921	-2.61799387799	0.727759203531
20	0.3760995	0.205418888889	0.415710177469	-54.6288055874	-2.53072741539	0.783243435925
Vernier Format 2
Sin título.cmbl 9/09/2025 17:41:33 .
Último 2
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

Vernier Format 2
Sin título.cmbl 9/09/2025 17:41:33 .
Último 3
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

Vernier Format 2
Sin título.cmbl 9/09/2025 17:41:33 .
Último 4
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

Vernier Format 2
Sin título.cmbl 9/09/2025 17:41:33 .
Último 5
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

Vernier Format 2
Sin título.cmbl 9/09/2025 17:41:33 .
Último 6
Tiempo	Posición	Velocidad 1	Aceleración 1	Angulo	Velocidad 2	Aceleración 2
t	x	v 1	a 1	Angulo	v 2	a 2
s	m	m/s	m/s²	rad	rad/s	rad/s²

